"REFERENCE","SAMPLE.CODE","SITE.NAME","country","WTD","pH","lat","lon","ALA.MIL","AMP.WRI","ARC.ART","ARC.CAT","ARC.DIS","ARC.GIB","ARC.HEM","ARC.VUL","ARC.FLA","ARG.DEN","ASS.MUS","ASS.SEM","BUL.IND","CEN.ACU","CEN.CAS","CEN.ECO","CEN.PLA","CON.PON","COR.TRI","CRY.OVI","CRY.SAC","CYC.ARC","CYP.AMP","DIF.ACU","DIF.BAC","DIF.GLO","DIF.LEI","DIF.LUC","DIF.OBL","DIF.OVI","DIF.PRI","DIF.PUL","DIF.RUB","DIF.URC","EUG.CIL","EUG.ROT","EUG.STR","EUG.TUB","GIB.TUB","HEL.PET","HEL.ROS","HEL.SPH","HEL.SYL","HYA.ELE","HYA.MIN","HYA.PAP","HYA.SUB","LES.EPI","LES.SPI","NEB.BAR","NEB.COL","NEB.FLA","NEB.MIN","NEB.PEN","NEB.TIN","PAD.LAG","PAD.WAI","PAR.IRR","PHR.ACR","PHY.GRI","PLAGIO","PLA.SPI","PLA.CAR","PLA.MAR","PSE.FAS","PSE.FUL","PYXI","QUA.SYM","SPH.LEN","TRA.DEN","TRI.ARC","WAI.EBO"
"Roe et al 2017","MER32","Mer Bleue","Canada",19,2.5,45.402,-75.486,4.5,0,0,0,1.9,0,0,0,0,0,6.5,0,0.6,4.5,0,0,0,0,3.9,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,3.2,0,0,0,0,1.9,36.8,0,1.9,0.6,0,0,0,5.8,0,19.4,0,0.6,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,1.9,0
"Roe et al 2017","MIR15","Mirabel","Canada",19,3.55,45.685,-74.045,9.9,0,0,0,0,0,0,0,0,0,10.5,0.6,0,0.6,1.9,0,0,0,7.4,0.6,0,8,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1.2,0,0.6,0,0,0,0,2.5,0,0,0,14.2,0,0,2.5,0.6,0,1.9,10.5,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,15.4,0
"Booth 2008","TL37","Falliston","United States of America",19.2,4.01,45.995,-89.613,0.8,0,0,0,0.3,0,0,0,17.7,0,8.7,1.6,0.8,2.1,1.6,0,0,0,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1.1,0,0,0,0,0,5,0,56.6,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.3,0
"Payne et al 2006","BB12","Bicentennial Park","United States of America",19.4,4.8,61.16,-149.743,0,39.8,0,0,1.2,0,0,0,0,0,0,1.2,0,11.5,0.6,0,0,0,0,0,0,0,0,0,5.4,12.1,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,1.8,10.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0.6,0,0
"Booth 2008","SS09","Small Sarracennia","United States of America",19.5,3.91,46.093,-92.115,0,0,0.5,0,0,0,0,0,1.1,0,8.6,0,0,0.5,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.7,43.3,0,16.6,0,0,0,0,3.7,0,0,0,0.5,0,0,0,3.2,1.1,0,0,0,0,0,0,0,0,0,0,1.1,0
"Sullivan and Booth 2011","TA19","Tannersville","United States of America",19.5,4.59,41.037,-75.266,0.7,0,0,8.5,0,0,0,0,0,0,31.4,0,0,8.5,7.8,9.8,0,0,2.6,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2,1.3,0,0,7.2,0,0.7,0,0,8.5,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0
"Lamarre et al 2013","LG2 Fen_5","La Grande Fen","Canada",19.5,4.34,53.65,-77.726,2.6,0.7,0,0,0,0,0,0,3.3,1.3,34.6,4.6,0,0,0,0.7,0,0,9.8,0,0,1.3,0,0,0,0,0,0,0,0,0,0.7,0,0,0,3.3,0,2,0,0,0.7,0.7,3.9,20.9,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1.3,0,0.7,0,0,0,0,0,0,0,0,1.3,0
"Lamarre et al 2013","Manic_21","Manic","Canada",19.5,3.81,49.123,-68.292,0,0,0,0,0,0,0,0,0,0,24.7,0.7,2,0,2.7,0,0,0,43.3,0,0,0.7,0,0,0,0,0,0.7,0,0,5.3,0.7,0,0,0,0,0,2,0,0,0,0,0.7,1.3,0,0.7,0,0,0,0,0,12,0,0,1.3,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0
"Talbot unpublished","WR1","Scotty Creek","Canada",19.8,NA,61.307,-121.298,1.9,0,0,0,2.5,0,0,0,13.4,0.6,1.3,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,40.1,0,33.8,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
"Talbot unpublished","NC2","Scotty Creek","Canada",19.8,NA,61.307,-121.298,0,0,0.3,0,0,0,0,0,75,1.7,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,4.5,0,14.9,0,0,0,0.6,0,0,0,0,0.3,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0
"Booth 2001","828ada","Grand Traverse Bay","United States of America",20,4.8,47.166,-88.255,10.5,0,0,0,0,0,0,0,0,0.7,14.5,0,0,5.9,11.8,0,0,0,2,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,15.1,0,0,1.3,0,0,0,0,0.7,0,0,0,1.3,0,0,0,13.2,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,2,0
"Booth 2001","919ada","Tahquamenon Bay","United States of America",20,4.2,46.475,-84.995,32.5,0,0,1.3,0,0,0,0,0,0.7,0.7,0,0,1.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,7.9,0,0,17.2,4,0,0,0,0,0,0,0,0,0,4.6,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,4.6,0
"Booth 2002","1017A","Au Train Bay","United States of America",20,4.3,46.548,-86.059,4.5,0,0,0.6,1.3,0,0,0,9.1,0,3.2,0,0,2.6,0,1.9,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,1.3,0.6,0,0,0,13,0,14.3,0,20.1,0,0,0,0,1.3,0,0,0,0.6,0,0,0,10.4,8.4,0,0,1.9,0,0,0,0,0,0,0,3.2,0
"Booth 2002","1019A","Au Train Bay","United States of America",20,3.5,46.548,-86.059,4.8,0,0,0.8,22,0,0,0,0,0,4.4,0.4,0,0.8,0,5.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.4,2.4,0,0,0,0,0,34,0,0.8,0,0,0,0,0,0,0,0,4.4,0,0,0,0.8,15.6,0,0,0,0,0,0.4,0,0,0,0,2.4,0
"Booth 2008","BL12","Bloomingdale","United States of America",20,3.57,44.383,-74.139,3.3,0,0,0,0,0,0,0,0.6,0,6.1,2.2,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,7.7,69.1,0,6.6,0.6,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
"Booth 2008","EL05","Ely","United States of America",20,3.52,47.446,-92.436,5.4,0,0,0,0,0,0,0,0,0,13.3,0.6,0,0.6,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,1.2,0,48.8,0,11.4,0,0,0,0,0,0,0,0,1.2,0,0,0,1.2,6.6,0,0,0,0,0,0,0,0,0,0,0.6,0
"Booth & Zygmunt 2005","LM1","Little Moose","United States of America",20,4.300000191,44.976,-109.757,0,0,0,0,0,0,0,0,0,6.3,74.8,0,0,0,3.1,0,0,0,2.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth & Zygmunt 2005","LP12b","Lilypad","United States of America",20,4.340000153,44.164,-111.008,0,0,0,0,0,0,0,0,0,14,28,0,0,0.7,18,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth & Zygmunt 2005","LP3","Lilypad","United States of America",20,3.799999952,44.164,-111.008,0,0,0,0,2.1,0,0,0,0,3.4,42.8,0,0,1.4,22.1,0,0,0,10.3,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0.7,0,0,0.7,0,4.8,0
"Booth et al 2008","p12","Catfish Pocosin","United States of America",20,3.86,34.919,-77.088,0,0,0,0,0,0,0,0,37.3,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,1.3,0,0,0,0,0,0,0,0,0,1.3,5.9,0,0,0,0,0,0,13.1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.3,0
"Markel et al. 2010","AK17","No Name","United States of America",20,4.46,60.64,-151.08,0,0,0,2,0,0,0.7,0,14.7,2,32.7,0,0,0,0,4.7,0,0,13.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,3.3,0,0,1.3,0,9.3,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0
"Markel et al. 2010","AK67","Parks Hwy ","United States of America",20,4.48,63.081,-149.527,1.3,0,0,0,0,0,0,1.3,0.7,6,4,0,0,0,8.7,0,0.7,0,3.4,8.1,0,0.7,0.7,0,0,0,0,2,0,0,5.4,0,0,0,0,3.4,1.3,6,2.7,0,8.1,0,0,0,0,0,0,0,0,0,5.4,0,0,0,4.7,0,2,0,0,0,0,0,0,15.4,0,0,0,0,0,8.1,0,0
"Markel et al. 2010","AK77","Gate Creek","United States of America",20,3.79,62.333,-150.545,0,1.3,0,0,0,0,0,4.7,19.3,0,4,0,0,1.3,0,0,0,0,0.7,0.7,0,0,0,0,0.7,21.3,0.7,0,0.7,0,0,0,0,0,0,0,0,3.3,0,0,0.7,0,0,5.3,0.7,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3.3,0,8.7,5.3,1.3,0,0,0,0,0,0,0,0
"Payne et al 2006","H02","Houston","United States of America",20,4.5,61.64,-149.863,1.1,0,1.7,0,0,0,0,0,21.4,0,0,0.6,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.6,0,0,12.4,0,0,0,12.9,0,39.3,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013","F3","Sidney","United States of America",20,4.67,44.388,-69.788,4.7,0,0,0.4,0,0,0,0,41.5,0,4.3,0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,6,1.7,23.1,0,7.7,0,0,0,0,0,0,0,0,1.3,0,0,0,3,4.7,0,0,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013; Lamarre et al 2013","A4","Manic","Canada",20,NA,49.123,-68.292,5.2,0,0,0,0,0,0,0,32.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,22.7,0.6,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013; Charman and Warner 1997","2","Ocean Pond","Canada",20,4.93,47.427,-53.438,7.8,2,0,0,0,0,0,0,10.8,0,6.9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.9,44.1,0,10.8,1,0,0,0,0,2,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Finkelstein/Bunbury unpublished","M13","Attawapiskat River 2","Canada",20,3.73,52.72,-83.94,0.9,0,0,0,0,0,0,0,15.5,0,8.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,15.5,0,45.5,0,0,0,0,0,0,0,0,2.7,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0.9,0
"Lamarre et al 2013","BC_8","Baie Commeau",NA,20,3.9,49.097,-68.244,16.8,0,0,0.7,2.7,0,0,0,6.7,0,19.5,2,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,2,0,4,0,0,0,0,12.1,4.7,0.7,0.7,9.4,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0.7,0,0,0,0.7,0,0,0,0,4.7,0
"Roe et al 2017","ALF9","Alfred","Canada",20,4.34,45.494,-74.805,0,0,0,0,0,0,0,0,0,0.6,23,8,2.3,0,1.1,0,0.6,0,7.5,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.6,0,0,0,0,0,0.6,0,0,0,15.5,0,0,1.1,0,0,1.7,0,3.4,0,0,0,2.3,0,0,0,0,0,1.1,0,0,0,0,0,10.9,0
"Roe et al 2017","ALF16","Alfred","Canada",20,4.3,45.494,-74.805,7.2,0,0,0,2.6,0,0,0,0,4.6,14.4,0,0,0.7,0,0,0,0,3.3,0,0,0.7,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0.7,5.9,2,0,0,0,1.3,2,17,0,0,10.5,0,0,1.3,5.2,0,4.6,2,6.5,0,0,0,0,1.3,0,0.7,0,0,0.7,0,0,0,0,0,3.9,0
"Roe et al 2017","ALF35","Alfred","Canada",20,3.01,45.494,-74.805,8.9,0,0,0,0.6,1.3,0,0,0,0,5.7,1.3,0,1.3,0,0,0,0,8.2,0.6,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,6.3,17.7,0,0,15.8,0,0,3.8,0,0,8.2,1.3,0,0,0,0,0,7,0,0,0,0,1.3,0,0,0,0,0,7.6,0
"Roe et al 2017","ALF47","Alfred","Canada",20,2.86,45.494,-74.805,6.6,0,0,0,0.7,0,0,0,0,0,4.6,0.7,0,0.7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,4.6,1.3,0,0,0,0,6,39.1,0,0.7,4,0,0,1.3,1.3,0,9.3,4,2,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0
"Roe et al 2017","MER31","Mer Bleue","Canada",20,3.86,45.402,-75.486,0.6,0,0.6,0,0,0,0,0,0,0,29,4.3,2.5,1.9,0,0,0,0,11.7,0.6,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,10.5,6.2,0,0,9.3,0,0,0,0,0,6.2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0
"Roe et al 2017","MER56","Mer Bleue","Canada",20,3.54,45.402,-75.486,7.1,0,0,0.5,2,0,0,0,0,0,6.6,1,1,3.6,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,0,0,0,0,0,9.1,42.1,0,0.5,3.6,0,0,0,3,0,6.6,3.6,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,4.6,0
"Roe et al 2017","MIR13","Mirabel","Canada",20,3.77,45.685,-74.045,0.5,0,0,0,0,0,0,0,0,0,14.7,0,0,0.5,0,0,1,0,3.7,0,0,4.2,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0.5,0.5,0,0,0,0,1.6,0,0,0,25.1,0,0,10.5,0,0,0,9.4,0.5,0,0,0,7.3,0,0,0,0,0,1.6,4.2,0,0,0,0,11.5,0
"Charman and Warner 1992","12C14","Wally Creek","Canada",20,4.61,49.076,-80.537,31.6,0,0,0,0,0,0,0,2,0,10.2,0,0,1,2,0,0,0,10.2,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,1,0,0,0,0,0,0,5.1,0,0,5.1,13.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Charman and Warner 1992","8B872","Wally Creek","Canada",20,4.35,49.076,-80.537,18.2,0,1.8,0,0,0,0,0,6.4,0,14.5,1.8,0,4.5,0,0,0,0,14.5,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0.9,0,0,0,0.9,0,3.6,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,4.5,8.2,0,0,0,0,0,0,12.7,0
"Charman and Warner 1992","SFUSC5","Wally Creek","Canada",20,5.2,49.076,-80.537,17.2,0,0,0,0,0,0,0,0,0,57.6,3,1,0,0,0,0,0,6.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0
"Booth 2008","MI11","Minden","United States of America",20.5,3.49,43.61,-82.836,1.7,0,0,0,0,0,0,0,0,0,25.1,26.3,3.4,0,0.6,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,0
"Sullivan and Booth 2011","TA12","Tannersville","United States of America",20.5,4.51,41.037,-75.266,1.9,0,0.6,1.3,3.2,0,0,0,6.5,0,1.9,0.6,0,0.6,0.6,2.6,0,0,0.6,0,0,2.6,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,1.3,0,0,0,0,3.9,0.6,3.2,0,54.5,5.2,0,0,0,0,1.3,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2001","856ada","Grand Traverse Bay","United States of America",21,3.7,47.166,-88.255,15.9,0,0,0,10,0,0,0,7.6,0,2.4,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,18.2,0,19.4,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0
"Booth 2001","904bda","Tahquamenon Bay","United States of America",21,4.5,46.475,-84.995,0,0,0,0,2.2,0,0,0,0,0,15.5,0,0,0,27.4,0,0,0,0,0,0,8.8,0,2.2,0,8.4,0,9.7,0.4,0,0,0,0.9,0,0,0,0.9,5.3,0,0.9,0,0,5.3,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,6.6,0
"Booth 2001","908ada","Tahquamenon Bay","United States of America",21,4.8,46.475,-84.995,0,0,0,0,0,0,0,0,0.7,0.7,5.9,3.3,0,8.6,7.2,0,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0.7,17.1,0,0,0,3.9,0,1.3,0,0,0,0,15.8,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0.7,0
"Booth 2001","914bda","Tahquamenon Bay","United States of America",21,4.3,46.475,-84.995,2.5,0,0,0,0.8,0,0,0,0,0,7.9,2.9,0,0.4,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.5,0,10,0,0,7.5,33.9,0,9.2,0,0,0,0,3.3,0,0,0,1.3,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,0,1.3,0
"Booth 2002","1043B","Au Train Bay","United States of America",21,3.8,46.548,-86.059,8.9,0,0,0,9.9,0,0,0,0.3,0,7.8,1.7,0,0,0.7,0,0,0,0.7,0,0,1.7,0,1.4,0,5.8,1.4,0,0.3,0,1,0.7,0,0,0,0,2.7,4.1,0,0,0,0,0,6.1,0,6.5,0.3,0,0,0,0,0,0,0.3,12.3,0,0,0,6.1,1,0,0,0,0,0,16.4,0,0,0.3,0,1.4,0
"Booth 2002","NRB2","North Rhody","United States of America",21,3.8,46.583,-86.073,0,0,0,0,37.3,0,0,0,0,0,4,0,0,0.8,0.4,0,0,0,0.8,0,0,0,0,0.4,0,6.4,0,0,0.4,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0.4,0,0,0,6,36.5,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","AL01","Herron","United States of America",21,3.61,45.102,-83.639,0.6,0,0,0,0,0,0,0,0,0,30.5,49.4,5.2,5.2,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0
"Booth 2008","IC09","Island Camp","United States of America",21,3.76,46.272,-86.647,0,0,1.9,26.5,0,0,0,0,0,0,11,0,1.9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,14.8,0,9,0,0,0,0,7.7,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0
"Booth 2008","TOA08","Toivola A","United States of America",21,3.51,46.927,-92.795,5.8,0,0,0,0,0,0,0,0,0,7.1,1.9,3.2,0,0,31.8,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,5.2,23.4,1.3,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0
"Booth 2008","UT08","Upper Twin","United States of America",21,3.87,46.276,-86.647,0.6,0,0.6,2.5,0,0,0,0,0,0,3.1,2.5,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,34.6,0,10.5,0,0,0,0,0,0,0,0,30.2,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0
"Booth & Zygmunt 2005","LIZ1","Lizard","United States of America",21,4.909999847,44.156,-111.071,0,0,0,0,2,0,0,0,0,0,6.7,0,0,0,30.9,0,0,0,26.8,0,0,6.7,0,0,0,0.7,0,0,0,0,0,0,8.1,0,0,1.3,4.7,0.7,0,0,1.3,1.3,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,2.7,0,0,0
"Booth & Zygmunt 2005","LIZ5","Lizard","United States of America",21,4.429999828,44.156,-111.071,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,32.2,0,0,0,28.3,0,0,6.6,0,0,0,0,0,0,0,0,0,0,3.9,0,0.7,2.6,11.2,0,0,0,0,0.7,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0
"Markel et al. 2010","AK39","Funny River","United States of America",21,5.17,60.415,-150.901,0,0,1.3,32,0,0,0,0,1.3,0,1.3,0,0,12,15.3,0,0,0,0,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Markel et al. 2010","AK40","Funny River","United States of America",21,4.78,60.415,-150.901,0,0,1.3,21.3,0,0,0,0,0,0,0.7,0,0,2,4.7,3.3,0.7,0,0,33.3,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,3.3,3.3,0,0,0,12.7,0,0,0,0,0,0,0,0,7.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clifford (unpublished)","SB11-3","Surrey","Canada",21,3.8,49.204,-122.747,5,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,47,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Payne et al 2006","H04","Houston","United States of America",21,4.4,61.64,-149.863,0.6,0,1.2,0,0.6,0,0,0,24.8,0,0.6,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,13,0,0,0,14.3,0,29.2,0,0,0,0,0,0,0,0,1.9,0,0,0,8.1,0.6,0,0,0,0,0,0,0,0,0,0,3.1,0
"Payne et al 2006","H05","Houston","United States of America",21,4.5,61.64,-149.863,5.5,0,0,0,0,0,0,0,8,0,9.8,0.6,1.2,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,3.7,0,0,0,36.2,0,5.5,0,0,0,0,0,0,0,0,0.6,0,0,0,12.3,4.9,0,0,0,0,0,0,0,0,0,0,1.8,0
"Payne et al 2006","H09","Houston","United States of America",21,4.3,61.64,-149.863,1.9,0,1.3,0,0,0,0,0,19,0,2.5,2.5,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,8.9,0,1.3,0,13.3,0,41.1,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,1.9,0
"Payne et al 2006","KC04","Kachemak","United States of America",21,5.6,59.792,-151.169,1.9,0.7,0,0,0,0,0,0,0,0,9.7,0,0,1.3,22.6,0,0.7,0,29,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,7.7,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,11,0,0,0,0,0,0,0,0,0,2.6,0,0,0
"Amesbury et al 2013","A5","Saco","United States of America",21,NA,43.553,-70.471,12.8,0,0,0,0,0,0,0,11.2,0,0.4,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1.6,0.8,0,4,0,15.6,0.4,39.2,0,3.6,0,0,0,0,0,0,0,0,1.6,0,2,0,0,1.6,0,2,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013","E2","Burnt Village Bog","Canada",21,4.24,51.126,-55.927,1.8,0,0,0,0,0,0,0,36.6,0,2.1,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1.1,0.4,37.7,6.3,11.3,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamarre et al 2013","Manic_12","Manic","Canada",21,3.88,49.123,-68.292,0,0,0,0,0,0,0,0,2,0,4.6,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.7,6.5,0.7,29.4,2.6,42.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4.6,0,0,0,0,0,0
